It took 15.920997619628906 seconds to calculate the Mandelbrot graph.
It took 0.20399999618530273 seconds to dump the image.
         2697341 function calls (2670085 primitive calls) in 17.469 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 image.py:233(__init__)
       16    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:193(caching_module_getattr)
       54    0.000    0.000    0.000    0.000 text.py:224(get_rotation)
       16    0.000    0.000    0.000    0.000 _methods.py:274(_ptp)
       76    0.000    0.000    0.000    0.000 ticker.py:253(fix_minus)
      283    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1083(home)
        3    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
        1    0.000    0.000    0.000    0.000 pyplot.py:2059(<listcomp>)
       33    0.000    0.000    0.000    0.000 core.py:4050(<genexpr>)
        5    0.000    0.000    0.000    0.000 core.py:533(_setResultsName)
       60    0.000    0.000    0.000    0.000 lines.py:1291(set_dash_joinstyle)
        1    0.000    0.000    0.000    0.000 core.py:226(reload_library)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:581(_ReducedHCT_Element)
    28/22    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       21    0.000    0.000    0.000    0.000 artist.py:960(set_alpha)
        4    0.000    0.000    0.000    0.000 transforms.py:1601(transform_path)
        3    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 gridspec.py:539(SubplotSpec)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       60    0.000    0.000    0.000    0.000 lines.py:1349(set_solid_capstyle)
       48    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
      604    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        4    0.000    0.000    0.000    0.000 _base.py:4508(get_children)
       44    0.000    0.000    0.000    0.000 core.py:3738(<genexpr>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
      219    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        9    0.000    0.000    0.000    0.000 transforms.py:797(frozen)
        1    0.000    0.000    0.000    0.000 core.py:185(update_user_library)
        1    0.000    0.000    0.000    0.000 __init__.py:129(CallbackRegistry)
       28    0.000    0.000    0.000    0.000 pathlib.py:830(stem)
      466    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       60    0.000    0.000    0.000    0.000 lines.py:492(set_pickradius)
       17    0.000    0.000    0.000    0.000 patches.py:331(_set_edgecolor)
        2    0.000    0.000    0.000    0.000 _base.py:991(_update_transScale)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
       49    0.000    0.000    0.000    0.000 typing.py:786(<genexpr>)
       20    0.000    0.000    0.000    0.000 axis.py:1495(convert_units)
       16    0.000    0.000    0.000    0.000 _methods.py:46(_sum)
      306    0.000    0.000    0.000    0.000 __init__.py:688(__iter__)
      177    0.000    0.000    0.000    0.000 transforms.py:222(<lambda>)
       16    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
       28    0.000    0.000    0.000    0.000 pathlib.py:1044(_make_child_relpath)
        8    0.000    0.000    0.000    0.000 transforms.py:2327(blended_transform_factory)
        4    0.000    0.000    0.000    0.000 axis.py:1437(update_units)
        4    0.000    0.000    0.000    0.000 ticker.py:1640(nonsingular)
        1    0.000    0.000    0.000    0.000 mathtext.py:234(MathtextBackendPdf)
        8    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 colorbar.py:197(__getattr__)
       59    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
      327    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      112    0.000    0.000    0.000    0.000 transforms.py:2130(transform)
       28    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
       10    0.000    0.000    0.000    0.000 markers.py:696(_set_tickup)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
      279    0.000    0.000    0.000    0.000 text.py:1209(set_text)
     1842    0.000    0.000    0.000    0.000 __init__.py:759(<lambda>)
        3    0.000    0.000    0.000    0.000 deprecation.py:460(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
      228    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       21    0.000    0.000    0.000    0.000 transforms.py:2586(__init__)
       39    0.000    0.000    0.000    0.000 deprecation.py:352(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:190(MathtextBackendPs)
       31    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       60    0.000    0.000    0.000    0.000 lines.py:1305(set_solid_joinstyle)
       26    0.000    0.000    0.000    0.000 os.py:676(__getitem__)
      139    0.000    0.000    0.000    0.000 core.py:731(preParse)
      692    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      469    0.000    0.000    0.000    0.000 transforms.py:1052(get_points)
      152    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
        9    0.000    0.000    0.000    0.000 pathlib.py:924(__truediv__)
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 helpers.py:13(delimited_list)
       15    0.000    0.000    0.000    0.000 arrayprint.py:468(wrapper)
       21    0.000    0.000    0.000    0.000 patches.py:739(_convert_units)
    84/80    0.000    0.000    0.000    0.000 spines.py:200(_ensure_position_is_set)
        3    0.000    0.000    0.000    0.000 enum.py:877(_decompose)
       10    0.000    0.000    0.000    0.000 markers.py:688(_set_tickright)
      136    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       51    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      8/4    0.000    0.000    0.000    0.000 units.py:181(get_converter)
        4    0.000    0.000    0.000    0.000 _base.py:3520(get_xbound)
       85    0.000    0.000    0.000    0.000 transforms.py:2602(get_matrix)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
      105    0.000    0.000    0.000    0.000 __init__.py:1810(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:547(shrunk_to_aspect)
       20    0.000    0.000    0.000    0.000 axis.py:202(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 core.py:4329(IndentedBlock)
       20    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
       56    0.000    0.000    0.000    0.000 stride_tricks.py:536(<listcomp>)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 qt_compat.py:265(__getattr__)
      363    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        9    0.000    0.000    0.000    0.000 pathlib.py:703(_make_child)
    47/33    0.000    0.000    0.000    0.000 transforms.py:2380(_invalidate_internal)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       72    0.000    0.000    0.000    0.000 util.py:112(set)
        1    0.000    0.000    0.000    0.000 art3d.py:332(Patch3D)
        4    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 collections.py:1922(QuadMesh)
        4    0.000    0.000    0.000    0.000 _base.py:1003(get_position)
        1    0.000    0.000    0.000    0.000 patches.py:1225(Arrow)
      255    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:824(__class_getitem__)
      242    0.000    0.000    0.000    0.000 core.py:3546(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:8098(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:3591(_validate_converted_limits)
       63    0.000    0.000    0.000    0.000 pathlib.py:145(splitroot)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3257(LassoSelector)
        1    0.000    0.000    0.000    0.000 legendre.py:81(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:3568(get_xlim)
       23    0.000    0.000    0.000    0.000 rcsetup.py:276(validate_color_or_auto)
        2    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
        1    0.000    0.000    0.000    0.000 text.py:91(Text)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
        4    0.000    0.000    0.000    0.000 transforms.py:506(anchored)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        8    0.000    0.000    0.000    0.000 core.py:4650(__init__)
       20    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 widgets.py:1372(RadioButtons)
      151    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
        9    0.000    0.000    0.000    0.000 transforms.py:259(frozen)
        2    0.000    0.000    0.000    0.000 dataclasses.py:849(<listcomp>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:77(<module>)
      129    0.000    0.000    0.000    0.000 core.py:1663(set_whitespace_chars)
       27    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:421(ImageFileDirectory_v2)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
       47    0.000    0.000    0.000    0.000 text.py:1265(set_usetex)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       76    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      524    0.000    0.000    0.000    0.000 artist.py:828(get_visible)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:7907(asarray)
       16    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        2    0.000    0.000    0.000    0.000 contextlib.py:481(__exit__)
       10    0.000    0.000    0.000    0.000 __init__.py:119(_weak_or_strong_ref)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.000    0.000 art3d.py:504(Path3DCollection)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
       48    0.000    0.000    0.000    0.000 backend_bases.py:955(set_joinstyle)
        1    0.000    0.000    0.000    0.000 art3d.py:677(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:27(<module>)
       39    0.000    0.000    0.000    0.000 pathlib.py:682(_from_parsed_parts)
        6    0.000    0.000    0.000    0.000 transforms.py:2285(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
       12    0.000    0.000    0.000    0.000 rcsetup.py:339(_validate_cmap)
        3    0.000    0.000    0.000    0.000 core.py:3123(view)
      173    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       93    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
      786    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 ticker.py:180(TickHelper)
       63    0.000    0.000    0.000    0.000 deprecation.py:181(finalize)
       13    0.000    0.000    0.000    0.000 transforms.py:2656(get_matrix)
        1    0.000    0.000    0.000    0.000 _base.py:2457(update_datalim)
        1    0.000    0.000    0.000    0.000 laguerre.py:77(<module>)
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       11    0.000    0.000    0.000    0.000 patches.py:346(set_edgecolor)
       11    0.000    0.000    0.000    0.000 dataclasses.py:657(_get_field)
        1    0.000    0.000    0.000    0.000 hermite.py:77(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
      520    0.000    0.000    0.000    0.000 artist.py:921(get_agg_filter)
        1    0.000    0.000    0.000    0.000 art3d.py:408(Patch3DCollection)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       72    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       72    0.000    0.000    0.000    0.000 util.py:109(get)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
       64    0.000    0.000    0.000    0.000 transforms.py:1363(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 art3d.py:359(PathPatch3D)
        2    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        1    0.000    0.000    0.000    0.000 _base.py:803(_set_lim_and_transforms)
